serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
291,1961,10,19,1012.2,1012.9,0.1,0.1,0,24.5,29.8,20.8,74,55,4.6,0
292,1961,10,20,1017.3,1018,30,5.4,1.5,16.6,22.7,19.5,86,69,0,0
293,1961,10,21,1027.4,1028,3.7,0.8,0.3,13.2,14.8,11.5,83,76,0,0
294,1961,10,22,1027.5,1028.2,13.3,5.2,1.4,13.9,15.6,12.6,89,70,0,0
295,1961,10,23,1017,1017.6,17.6,9.6,2,16.1,18.3,13.6,91,86,0,0
296,1961,10,24,1024.7,1025.4,0,0,0,15.4,17.3,15.3,70,58,0.4,0
297,1961,10,25,1027.3,1027.9,0,0,0,13.3,18,10.4,65,52,7.1,0
298,1961,10,26,1021.5,1022.3,12,6.3,2,13,16.3,10.1,73,57,1.2,0
299,1961,10,27,1006.1,1006.8,15.8,6.1,1.4,19.2,22.6,12.3,92,83,0,0
300,1961,10,28,994.5,995.2,11.8,3.2,0.9,20.1,21.6,19.3,90,80,0,0
301,1961,10,29,1003.2,1003.9,0,0,0,20.5,27.6,16.9,60,39,10,0
302,1961,10,30,1022.4,1023,0,0,0,15.6,18.7,14.3,57,46,2,0
303,1961,10,31,1024.5,1025.2,0,0,0,15.9,19.1,13.1,65,58,2.1,0
304,1961,11,1,1024.8,1025.4,0,0,0,16.7,20.8,13.5,64,47,5.7,0
305,1961,11,2,1028.2,1028.9,0,0,0,15.6,19.7,12.3,54,40,8,0
306,1961,11,3,1019.1,1019.7,0,0,0,17.3,22.4,11.8,70,52,6.4,0
307,1961,11,4,1013.6,1014.3,1.9,0.4,0.2,15.5,18.6,14.1,79,65,0.2,0
308,1961,11,5,1018,1018.7,0,0,0,15.9,20.4,13,68,40,7.9,0
309,1961,11,6,1022,1022.7,0.1,0.1,0.1,13.2,16.5,10.7,65,59,0.6,0
310,1961,11,7,1017.9,1018.5,0,0,0,14.6,19.5,11.2,57,40,7.7,0
311,1961,11,8,1018,1018.8,0,0,0,14,18.3,8.1,60,42,7.7,0
312,1961,11,9,1012.7,1013.3,0,0,0,15.3,23.1,9.1,61,35,7.5,0
313,1961,11,10,1018.9,1019.6,0,0,0,14,18.4,10.1,53,35,7.4,0
314,1961,11,11,1017.6,1018.4,0,0,0,12.9,18.1,8.2,64,38,1.7,0
315,1961,11,12,1014.6,1015.3,0,0,0,13.1,19.7,6.8,57,32,8.4,0
316,1961,11,13,1019.3,1020,0,0,0,9.5,14.9,9,40,24,8.8,0
317,1961,11,14,1029.1,1029.8,0,0,0,8.5,14.5,3.1,51,29,9.2,0
318,1961,11,15,1031.1,1031.9,0,0,0,8.7,16.1,2.9,62,31,8.7,0
319,1961,11,16,1033.1,1033.8,0,0,0,10.2,17.5,4.2,61,32,7.1,0
320,1961,11,17,1031.6,1032.3,7.9,4.1,1.1,12.5,18.2,6.8,56,42,2.2,0
321,1961,11,18,1017.7,1018.4,5.8,1.1,0.6,13.8,19.3,10.9,92,80,0,0
322,1961,11,19,1021.8,1022.5,0.3,0.3,0.2,12.1,15.2,12.7,79,69,0,0
323,1961,11,20,1027.8,1028.6,0,0,0,10.6,13.6,8.1,67,59,0.7,0
324,1961,11,21,1024.1,1024.8,14.4,12.5,2.1,10.4,12.7,8.5,73,59,0,0
325,1961,11,22,1003.9,1004.5,19.1,15.5,3.5,10.8,14.3,9.4,94,81,0,0
326,1961,11,23,1003.3,1004,0,0,0,11.7,16.8,8,58,34,7.2,0
327,1961,11,24,1009.9,1010.6,0,0,0,8.2,12.9,4.8,45,20,9,0
328,1961,11,25,1013.2,1013.9,0,0,0,8.8,17.2,1.4,51,29,9.2,0
329,1961,11,26,1016.5,1017.2,0,0,0,11.6,18.2,5.5,53,30,9,0
330,1961,11,27,1019,1019.7,0,0,0,11.2,16.8,3.8,68,47,4.4,0
331,1961,11,28,1012.8,1013.5,1.2,1.1,0.4,15.2,21.9,9.1,64,54,6,0
332,1961,11,29,1014.2,1014.9,0,0,0,15.5,21.5,10.2,56,32,6.6,0
333,1961,11,30,1018.3,1019,0,0,0,13.5,16.6,11.9,54,44,3.7,0
334,1961,12,1,1015.8,1016.5,23.2,3.9,1.4,10.3,12,10,84,66,0,0
335,1961,12,2,1014.2,1014.9,0,0,0,11.8,16.2,9,82,63,5.6,0
336,1961,12,3,1020,1020.7,0,0,0,11.7,15.8,7.3,60,41,8.1,0
337,1961,12,4,1018,1018.7,8.4,5.9,1.4,7.4,10.4,8.5,81,68,0,0
338,1961,12,5,1021.1,1021.8,0,0,0,6.3,11.1,1.3,60,39,7,0
339,1961,12,6,1012.4,1013.1,0.7,0.3,0.1,7.8,13.7,1.3,68,42,3.2,0
340,1961,12,7,1009.2,1009.9,0,0,0,8.1,13.8,6.2,59,37,6.6,0
341,1961,12,8,1016,1016.7,0,0,0,6.5,11.5,2.2,59,38,6.6,0
342,1961,12,9,1018.6,1019.2,0,0,0,7.4,12.7,2.3,52,32,8.9,0
343,1961,12,10,1020.6,1021.4,0,0,0,6.2,10.7,2.3,59,49,7.7,0
344,1961,12,11,1020.2,1020.8,0,0,0,7.2,15.3,1.3,69,30,7.9,0
345,1961,12,12,1021.3,1022,0,0,0,8.6,15.8,3.2,64,37,7.4,0
346,1961,12,13,1012.2,1012.9,0,0,0,9.8,19.2,4,65,46,7.2,0
347,1961,12,14,1009.2,1009.9,0,0,0,8.6,14.3,5.4,62,30,6.3,0
348,1961,12,15,1019,1019.7,0,0,0,7.2,12.9,1.4,40,25,8,0
349,1961,12,16,1021.5,1022.2,0.8,0.8,0.6,7.4,15.5,1.4,55,26,7.9,0
350,1961,12,17,1018,1018.8,7.1,1.8,0.6,6,6.9,4.4,84,66,0,0
351,1961,12,18,1006.4,1007.1,0,0,0,9.1,15.8,5,75,52,8.2,0
352,1961,12,19,1008.8,1009.6,0.3,0.3,0.3,7.1,11,4,84,71,2.5,0
353,1961,12,20,1006.7,1007.3,0,0,0,8.7,11.6,5.1,55,36,5.4,0
354,1961,12,21,1004.2,1005,0,0,0,7.6,13.4,2.5,51,38,7.3,0
355,1961,12,22,1007.6,1008.3,0,0,0,6.1,12.1,0.1,45,28,6.7,0
356,1961,12,23,1014.4,1015.1,0,0,0,6.1,12.4,0.8,43,21,8.3,0
357,1961,12,24,1012.6,1013.4,0,0,0,5.9,11.2,-0.1,63,41,7.7,0
358,1961,12,25,1008.4,1009.1,0,0,0,6.1,11.2,3,33,15,8.6,0
359,1961,12,26,1010.9,1011.6,0,0,0,5,11.2,-1.3,41,21,8.6,0
360,1961,12,27,1008.3,1009,0,0,0,4.4,11.3,-1.3,38,16,8.3,0
361,1961,12,28,1007.2,1007.9,0,0,0,4,11.2,-1.9,38,18,8.7,0
362,1961,12,29,1009.3,1009.9,0,0,0,4.8,11.7,-1.1,45,24,7.7,0
363,1961,12,30,1014.5,1015.3,0,0,0,4.3,10.2,-0.8,52,28,7.8,0
364,1961,12,31,1019.2,1020,0,0,0,4.8,10.7,0.1,46,26,8.4,0
365,1962,1,1,1013.6,1014.3,23.3,6.3,1.5,2.7,5.5,-1.4,66,45,3.7,0
366,1962,1,2,988.8,989.5,0.8,0.6,0.2,5.7,9,1.8,70,37,2.9,0
367,1962,1,3,1003.6,1004.4,0,0,0,7,12.3,2,39,24,9.2,0
368,1962,1,4,1014.7,1015.4,0,0,0,4.8,10.3,1.1,51,32,5.4,0
369,1962,1,5,1014.3,1015,0,0,0,7.7,13.6,-0.8,48,32,8.6,0
370,1962,1,6,1021.6,1022.3,0,0,0,5.4,10.5,1.6,55,40,7.9,0
371,1962,1,7,1024.5,1025.2,0,0,0,4.6,10.6,0.8,53,35,8.4,0
372,1962,1,8,1021.9,1022.7,0,0,0,4.7,8.8,0.6,61,44,5,0
373,1962,1,9,1018.9,1019.6,0.8,0.4,0.2,5.3,9.1,1.6,57,43,7,0
374,1962,1,10,1018.7,1019.4,5.7,2.4,0.8,4.2,5.5,2.6,80,67,0,0
375,1962,1,11,1016.3,1017,0,0,0,5.5,10.8,0.2,73,45,7.4,0
376,1962,1,12,1015,1015.8,0,0,0,5.7,12.7,-0.6,65,36,5.7,0
377,1962,1,13,1006.8,1007.5,0,0,0,6.5,13.8,0,70,31,6.7,0
378,1962,1,14,1009.8,1010.5,0,0,0,6.2,9.8,3,41,30,4.8,0
379,1962,1,15,1012.5,1013.2,0,0,0,3.7,6,1.8,43,29,1.6,0
380,1962,1,16,1012.2,1013,0,0,0,3.1,8.7,-2,47,20,8.6,0
381,1962,1,17,1012.3,1013,0,0,0,3,8.5,-2.7,52,25,8.3,0
382,1962,1,18,1012.6,1013.3,9.9,2.6,0.6,4.1,8.5,-1.7,61,57,6.5,0
383,1962,1,19,998.1,998.8,0,0,0,4.8,11.2,1,81,42,5.3,0
384,1962,1,20,998.2,999,0,0,0,5.9,11.8,1.1,48,34,8.4,0
385,1962,1,21,1004.5,1005.2,0,0,0,3.3,9.9,-2,39,21,9.2,0
386,1962,1,22,1007.7,1008.4,0,0,0,3,8.9,-3.8,43,22,8.1,0
387,1962,1,23,1004.3,1005.1,0,0,0,3.2,8.9,-2,53,30,6.7,0
388,1962,1,24,1007.2,1008,0,0,0,3.6,10.2,-3.1,39,18,7.5,0
389,1962,1,25,1005.3,1006,0,0,0,3.6,10.3,-3.1,41,21,8,0
390,1962,1,26,1002.9,1003.6,0,0,0,3.3,9.3,-2.8,46,30,8.5,0
391,1962,1,27,1000.1,1000.7,0,0,0,2.8,7.8,-3.4,40,18,7.2,0
392,1962,1,28,1008,1008.7,0,0,0,4.1,9.7,-0.8,40,14,8.9,0
393,1962,1,29,1010.3,1011,0,0,0,4.4,10.8,-1.2,44,23,6.3,0
394,1962,1,30,1009.1,1009.7,0,0,0,4,10,-1.5,38,14,9.4,0
395,1962,1,31,1013.7,1014.4,0,0,0,5,11.3,-1.8,37,24,9.5,0
396,1962,2,1,1020.8,1021.5,0,0,0,5.4,11.5,0.5,44,24,9,0
397,1962,2,2,1022.4,1023.1,0,0,0,5.3,11.2,-0.1,44,24,9.4,0
398,1962,2,3,1021,1021.7,0,0,0,4.5,10,-0.3,47,29,8.7,0
399,1962,2,4,1022.8,1023.5,0,0,0,4.6,10.9,-1.1,48,26,9.1,0
400,1962,2,5,1020.5,1021.3,0,0,0,5.2,10.9,0,56,31,6.4,0
401,1962,2,6,1015.7,1016.5,0,0,0,5.5,13.6,-1.9,47,23,7.8,0
402,1962,2,7,1019.4,1020.1,0,0,0,4.8,11.7,-0.2,37,16,9.4,0
403,1962,2,8,1023.8,1024.6,0,0,0,7.4,15.1,-1.6,39,14,9.2,0
404,1962,2,9,1022.9,1023.6,0,0,0,8.4,14.2,4.7,61,38,7.3,0
405,1962,2,10,1020.5,1021.2,0.1,0.1,0.1,8.7,13.4,3.6,68,53,3.2,0
406,1962,2,11,1003.5,1004.1,0,0,0,14.8,24.5,5.5,55,20,8.4,0
407,1962,2,12,1009,1009.7,0,0,0,8.3,11.3,8,35,25,0.3,0
408,1962,2,13,1014.2,1014.8,0,0,0,3.9,8.4,1.5,30,19,7.8,0
409,1962,2,14,1016.1,1016.8,0,0,0,3.2,7.8,-1.4,44,22,8.6,0
410,1962,2,15,1006.5,1007.2,0,0,0,4.2,11.4,-2.6,59,25,7.1,0
411,1962,2,16,1011.1,1011.8,0,0,0,3.6,8.7,-0.9,47,23,7.2,0
412,1962,2,17,1014.6,1015.3,0,0,0,4.2,10,-0.2,42,24,7.7,0
413,1962,2,18,1008.9,1009.7,0,0,0,5.9,15,-1.8,56,22,9.4,0
414,1962,2,19,1005.2,1006,0,0,0,6.7,14,-0.5,35,13,8.6,0
415,1962,2,20,1008.6,1009.3,0,0,0,5.8,11.9,0.5,38,14,9.9,0
416,1962,2,21,1005.9,1006.6,0,0,0,8.4,17.1,-0.3,41,21,10.4,0
417,1962,2,22,1012.1,1012.8,0.1,0.1,0.1,6.1,10.7,0.6,49,32,6.9,0
418,1962,2,23,1009.9,1010.7,0,0,0,6.2,8.9,3.6,65,57,0,0
419,1962,2,24,1009.5,1010.2,0,0,0,7.9,12.5,3.9,47,22,7,0
420,1962,2,25,1011.8,1012.6,12.7,2,0.5,4.6,7,3.7,57,32,0,0
421,1962,2,26,1004.5,1005.2,0.6,0.6,0.2,3.2,6,0.8,77,47,0,0
422,1962,2,27,1013.9,1014.7,0,0,0,4.3,9.3,0.1,40,26,7.2,0
423,1962,2,28,1019.5,1020.2,0,0,0,5.2,10.3,-0.8,45,25,9,0
424,1962,3,1,1016.7,1017.4,7.8,1.4,0.3,4.3,7.6,2,67,51,1.8,0
425,1962,3,2,1011.5,1012.2,0,0,0,6,12.5,3.2,51,25,8.5,0
426,1962,3,3,1019.9,1020.7,0,0,0,6.7,13.3,2.1,39,24,6.8,0
427,1962,3,4,1018.7,1019.4,0,0,0,7.5,14.3,-0.1,48,21,10.3,0
428,1962,3,5,1016.8,1017.4,0,0,0,9.3,15.6,1.9,48,23,7.7,0
429,1962,3,6,1009.4,1010.1,0,0,0,9.5,14.9,4.3,68,49,0.8,0
430,1962,3,7,1005,1005.7,0,0,0,9.9,17.3,6.4,45,32,4.9,0
431,1962,3,8,1017.8,1018.5,0,0,0,7.3,13.9,1.7,39,18,10.6,0
432,1962,3,9,1014.1,1014.7,0,0,0,9.2,18.1,2.1,58,32,5.7,0
433,1962,3,10,1004.2,1004.9,0,0,0,11.4,16.2,5.6,62,41,4.3,0
434,1962,3,11,1007.2,1007.9,0,0,0,9.7,15.3,4.3,41,26,9.9,0
435,1962,3,12,1007.7,1008.5,0,0,0,10.6,17.2,2.2,63,33,10.2,0
436,1962,3,13,1009.9,1010.6,0,0,0,11.5,18.7,3.7,48,20,8.7,0
437,1962,3,14,1015.2,1015.9,0,0,0,10.5,16.1,5.9,68,46,5.2,0
438,1962,3,15,1003.2,1003.9,12.7,3.8,1,9.6,13.7,7.7,87,76,0,0
439,1962,3,16,1000.4,1001.1,0,0,0,9.9,16.9,5.6,49,12,10.5,0
440,1962,3,17,1006.6,1007.4,0,0,0,6.4,12.1,2.3,40,25,8,0
441,1962,3,18,1014.1,1014.8,0,0,0,6.8,12.7,-0.8,41,23,10.5,0
442,1962,3,19,1016.5,1017.2,0,0,0,9.5,15.6,2.1,43,22,10.6,0
443,1962,3,20,1019.1,1019.8,15.9,2.1,0.5,7.7,11.4,6.7,66,47,0,0
444,1962,3,21,1005.9,1006.7,2.4,1.2,0.5,6.1,7.9,3.4,93,88,0,0
445,1962,3,22,1004,1004.7,0.1,0.1,0,9.5,13.1,4.9,48,32,0,0
446,1962,3,23,1007.6,1008.3,10.5,2.2,0.6,5.5,7.9,4.4,68,37,0,0
447,1962,3,24,1008.8,1009.5,3.1,2,0.9,5,9.7,2.6,71,43,5.4,0
448,1962,3,25,1015.3,1016,0,0,0,6.8,12.3,0,71,46,9.1,0
449,1962,3,26,1007.4,1008.1,8.5,2.7,2.2,7.2,14,2.6,74,53,5.5,0
450,1962,3,27,1011.1,1011.8,0,0,0,8.4,13.6,1.7,54,32,11,0
451,1962,3,28,1014.3,1015,0,0,0,11.7,18.8,2.4,51,28,10.9,0
452,1962,3,29,1014.9,1015.7,2.8,0.9,0.3,10.7,14.5,9.2,66,56,1.7,0
453,1962,3,30,1017.4,1018.1,1.7,0.6,0.2,4.6,6.9,2.5,75,62,0,0
454,1962,3,31,1024.1,1024.8,0,0,0,6.9,12.5,0.8,54,22,11.2,0
455,1962,4,1,1027.8,1028.5,0,0,0,10.1,16.2,2.9,56,35,10.8,1
456,1962,4,2,1021.6,1022.2,1,0.5,0.3,13.1,18.9,5,67,43,4.8,0
457,1962,4,3,1003,1003.7,22.6,6,1.7,15.7,17.7,11.3,82,56,0,0
458,1962,4,4,1007,1007.7,0,0,0,10.1,14.7,7.8,49,27,9.2,0
459,1962,4,5,1025.5,1026.2,0,0,0,9.4,14.6,2.8,52,32,10.6,0
460,1962,4,6,1028.7,1029.4,0,0,0,13.1,18.1,9,61,50,2.3,0
461,1962,4,7,1027.4,1028.1,0,0,0,15.2,20.1,10.5,60,35,8.3,0
462,1962,4,8,1024,1024.7,0.7,0.6,0.5,15.5,18.8,11.7,75,54,0,0
463,1962,4,9,1018.5,1019.2,5.4,3.5,1.5,17.9,21.8,14.9,66,47,7.3,0
464,1962,4,10,1008.3,1009,16.5,5.8,1.5,16.9,20.6,14.6,81,51,1.6,0
465,1962,4,11,1015.3,1016,0,0,0,14.5,17.8,12.4,55,47,5.3,0
466,1962,4,12,1020.1,1020.8,3.4,1,0.4,12.5,15,10.5,73,59,0,0
467,1962,4,13,1014.2,1014.9,21,3.8,1,11.3,12.9,11.2,88,71,0,0
468,1962,4,14,1006.4,1007.2,0,0,0,13.5,19.9,9.7,59,25,3.1,0
469,1962,4,15,1017.7,1018.4,0,0,0,12.4,18.1,7.8,45,30,10.4,0
470,1962,4,16,1022,1022.8,0,0,0,12.1,17.5,7.7,57,40,7,0
471,1962,4,17,1021.3,1022,0,0,0,12.4,18.3,6.1,55,35,11.1,0
472,1962,4,18,1008.6,1009.3,35,10.2,3.1,11,16.4,9.4,78,59,0,0
473,1962,4,19,1011.4,1012.1,0,0,0,11.6,17.9,5.9,46,22,11.4,0
474,1962,4,20,1016,1016.8,0,0,0,15.9,22.3,9.1,55,25,11.5,0
475,1962,4,21,1015.7,1016.4,0,0,0,15.4,20.8,10.3,72,52,6.8,0
476,1962,4,22,1015.7,1016.4,0,0,0,16.4,23.4,11.6,54,28,11.4,0
477,1962,4,23,1012.4,1013.1,0,0,0,15.9,22.6,10.5,56,31,11.6,0
478,1962,4,24,1009.6,1010.3,0,0,0,16.7,24.4,9.9,53,27,11.2,0
479,1962,4,25,1017.3,1018,0,0,0,15.3,20.5,11.5,51,34,8.1,0
480,1962,4,26,1012.1,1012.7,17.5,7.6,2.2,14.1,16.7,12.7,78,59,0,0
481,1962,4,27,1006.3,1007,0,0,0,17.8,24,11.2,65,35,11.6,0
482,1962,4,28,1004.8,1005.5,1.1,1.1,1.1,15.8,22,14.1,64,31,4.5,0
483,1962,4,29,1008,1008.7,0,0,0,14.5,20.9,6.7,40,25,11.2,0
484,1962,4,30,1013.7,1014.4,0,0,0,17,24.5,10.8,39,18,11.5,0
485,1962,5,1,1018.3,1019,0.4,0.3,0.1,14.5,18.8,9.7,65,48,2,0
486,1962,5,2,1017.8,1018.5,0,0,0,16,20.2,13,69,47,3.5,0
487,1962,5,3,1018.3,1019,0,0,0,17.4,21.8,13,63,39,7.9,0
488,1962,5,4,1012,1012.8,36.2,6.7,1.5,17.5,19.5,16.3,83,69,2.1,0
489,1962,5,5,1003.6,1004.3,5.1,3.3,0.7,16.8,19.1,16.1,82,57,0,0
490,1962,5,6,1013.8,1014.5,0,0,0,17.4,22,11.9,49,29,10.9,0
491,1962,5,7,1014.2,1014.9,0,0,0,16.9,21.2,12.4,67,46,4.8,0
492,1962,5,8,1014.4,1015.1,0,0,0,18.6,25.4,11.7,59,29,11.3,0
493,1962,5,9,1010.9,1011.6,22,6.4,1.3,17.3,22.7,13,82,51,3.9,0
494,1962,5,10,1007.7,1008.3,0,0,0,19.9,25.1,13.9,62,27,11.8,0
495,1962,5,11,1016.1,1016.8,1.1,0.8,0.3,20.4,25.3,16.1,70,46,7.3,0
496,1962,5,12,1007.1,1007.7,15.1,3.4,0.9,17.4,18.7,17.6,85,75,0,0
497,1962,5,13,1005.2,1005.9,0,0,0,20.4,28.2,12.8,54,23,11,0
498,1962,5,14,1011.6,1012.2,20.7,3.9,1,19.5,25.3,11.4,38,20,7.4,0
499,1962,5,15,1007.5,1008.1,16.2,3.2,1.1,13.8,15.9,13,92,69,0,0
500,1962,5,16,1013.9,1014.6,0,0,0,15.4,17.9,12.8,75,67,0.2,0
501,1962,5,17,1012.5,1013.1,0,0,0,18.2,20.9,14.7,77,63,0,0
502,1962,5,18,1007.2,1008,0,0,0,17.9,21.2,14.7,77,57,1.5,0
503,1962,5,19,1009.7,1010.4,0.5,0.4,0.2,16.8,20.7,14.8,66,49,1.3,0
504,1962,5,20,1009.4,1010.1,0,0,0,18.6,23.7,12.7,73,45,9.1,0
505,1962,5,21,1010.2,1010.8,0,0,0,20.8,26.6,15.7,65,30,10.7,0
506,1962,5,22,1015.8,1016.5,0,0,0,21.7,28.3,14.9,67,41,11.3,0
507,1962,5,23,1016,1016.7,51.5,12,2.8,18.8,21.9,17.7,81,67,0.2,0
508,1962,5,24,1005,1005.6,2.1,1.6,0.7,19.1,25.3,14.8,69,47,8.5,0
509,1962,5,25,1009.6,1010.3,0.2,0.2,0.1,18.5,23,15.2,74,49,5.8,0
510,1962,5,26,1015.7,1016.3,0,0,0,20.4,24.5,15.9,73,60,10.1,0
511,1962,5,27,1010,1010.6,29.4,10.4,2.7,19.2,23.4,17.7,77,57,2.3,0
512,1962,5,28,1001.4,1002,0.6,0.4,0.2,20.2,25.2,16.4,78,60,5.6,0
513,1962,5,29,999.1,999.8,10.4,6.2,2.1,20,25.1,17.4,78,54,3.1,0
514,1962,5,30,1004.2,1004.9,0,0,0,20.6,24.9,15.7,71,46,11.6,0
515,1962,5,31,1013.9,1014.6,0,0,0,21.3,28.9,15.5,60,24,11.8,0
516,1962,6,1,1018.5,1019.2,0,0,0,21.2,26,16.1,69,32,11.5,0
517,1962,6,2,1015.1,1015.8,0.2,0.2,0.1,22.1,25.5,18.6,73,61,9.3,0
518,1962,6,3,1010.1,1010.8,10.5,2.2,1,20.2,21.9,19.9,70,57,0,0
519,1962,6,4,1006.2,1006.9,9.5,3.3,1.2,19,20.1,17.4,88,80,0,0
520,1962,6,5,1002.7,1003.4,0,0,0,22.6,26.9,18.3,84,61,2.2,0
521,1962,6,6,1008.2,1008.9,0,0.1,0,22.8,27.5,19.9,68,49,4.9,0
522,1962,6,7,1014.8,1015.4,20.5,4.2,1.3,18.3,21.2,18.7,76,58,0,0
523,1962,6,8,1011.1,1011.8,0.6,0.3,0.2,18,21.5,14.5,88,73,0,0
524,1962,6,9,1013.8,1014.4,11.7,3.4,0.8,19.7,23.5,16.7,87,72,0.2,0
525,1962,6,10,1008.7,1009.3,53.4,17.5,5.2,22,25.7,17.7,91,81,0.1,0
526,1962,6,11,1010.8,1011.4,38.6,5.6,1.2,18.6,22.8,18.5,93,89,0,0
527,1962,6,12,1012.8,1013.6,15.6,3.2,0.8,19.6,23,17.2,86,65,0,0
528,1962,6,13,1011.1,1011.8,10.9,6.4,2.8,19.2,21.9,17.6,92,86,0,0
529,1962,6,14,1006.7,1007.3,3.2,0.7,0.3,22.1,25.5,18.3,92,81,0,0
530,1962,6,15,1007.2,1007.8,0,0,0,24.1,29.2,20.3,77,51,2.4,0
531,1962,6,16,1010.4,1011.1,0,0,0,22,25.3,20,54,43,8.4,0
532,1962,6,17,1010.4,1011.1,0,0,0,22.8,29.1,16.9,63,38,12.4,0
533,1962,6,18,1002.2,1002.9,0,0,0,24.3,28.7,20.2,68,48,10.8,0
534,1962,6,19,1001.6,1002.3,0,0,0,21.4,27,17.8,40,25,11.2,0
535,1962,6,20,1009.9,1010.6,0,0,0,21.3,27.5,12.6,54,25,12.7,0
536,1962,6,21,1014.7,1015.5,0,0,0,22.6,27.1,19,62,46,5.5,0
537,1962,6,22,1010.7,1011.3,7.2,2.6,0.8,21.5,25.8,20.3,67,45,0,0
538,1962,6,23,1003.8,1004.5,0.7,0.3,0.1,21.2,25.3,16.7,79,61,6.2,0
539,1962,6,24,1002.5,1003.2,21.3,12.6,3.6,23,28.7,19.1,72,50,6.2,0
540,1962,6,25,1001.5,1002.2,35,9.6,2.7,18.3,21.5,17.2,86,68,0,0
541,1962,6,26,997.9,998.6,3.9,1.2,0.5,17.4,18.9,16.5,92,87,0,0
542,1962,6,27,1005.8,1006.5,0,0,0,18.2,20.8,15.2,87,79,0.3,0
543,1962,6,28,1005.5,1006.2,0.2,0.2,0.1,21.9,27.6,17.3,77,55,5.9,0
544,1962,6,29,1008.2,1008.9,0,0,0,19.8,22.1,18.4,74,60,1.6,0
545,1962,6,30,1010.3,1011,1.5,1,0.3,21.4,24.7,17.9,71,62,0,0
546,1962,7,1,1011.8,1012.5,2.3,1.1,0.3,22.6,26.4,20.1,83,70,1.3,0
547,1962,7,2,1010.7,1011.3,48,30.7,19.5,23.4,25.3,20.9,89,76,0,0
548,1962,7,3,1008.4,1009,0,0,0,24.3,27.1,23.1,75,65,3.1,0
549,1962,7,4,1008.4,1009.1,0.5,0.2,0.1,23.3,25.5,20.2,86,75,1,0
550,1962,7,5,1004.7,1005.4,3.9,1.3,0.7,22.9,24.8,21.6,88,81,0,0
551,1962,7,6,1005.4,1006.1,0.1,0.1,0,20.6,23.3,19.5,84,76,0,0
552,1962,7,7,1012.1,1012.7,3.6,0.9,0.2,19.6,23.4,17.8,77,66,0.8,0
553,1962,7,8,1015.5,1016.2,7.9,7.3,2.1,17.9,20.6,16.6,88,78,0.5,0
554,1962,7,9,1016.9,1017.6,21.1,9.6,3,20.2,22.7,16.9,95,92,0,0
555,1962,7,10,1020.2,1020.9,0,0,0,23.5,27.1,18.8,86,69,1.2,0
556,1962,7,11,1015.7,1016.4,0,0,0,24.7,28.3,21.2,80,64,4,0
557,1962,7,12,1007.6,1008.2,0,0,0,26.6,30.9,22.7,77,57,7.4,0
558,1962,7,13,1004.9,1005.5,50.1,37.8,13.2,25.9,29.3,24.8,81,68,1.9,0
559,1962,7,14,1006.8,1007.4,0.1,0.1,0,25.5,30,20.3,79,59,9.9,0
560,1962,7,15,1007.9,1008.6,0.3,0.3,0.2,25.5,30.7,21.8,76,50,5.9,0
561,1962,7,16,1006.1,1006.7,0,0,0,25.5,29.7,21.6,78,59,6,0
562,1962,7,17,1006.1,1006.8,1.4,1.6,0.7,25.9,31,23.2,75,49,3.6,0
563,1962,7,18,1004.7,1005.3,3.5,1.8,0.8,24.3,28,23.2,89,75,0,0
564,1962,7,19,1003.6,1004.3,1.4,1.3,0.5,24.7,28.8,22.4,86,69,0.8,0
565,1962,7,20,1002.5,1003.2,0,0,0,24.6,27.4,22.6,87,77,0,0
566,1962,7,21,1002.5,1003.1,0,0,0,27.2,31.1,23.7,82,69,8.6,0
567,1962,7,22,1007.9,1008.5,0,0,0,28.7,33.4,25.7,78,62,5.5,0
568,1962,7,23,1013.1,1013.7,0,0,0,29,34.1,25.4,76,50,7.7,0
569,1962,7,24,1013.8,1014.5,0,0,0,27.7,31.5,24.6,77,59,4.2,0
570,1962,7,25,1011.2,1011.8,0,0,0,28.3,33.3,24.1,73,52,9.7,0
571,1962,7,26,1009.7,1010.3,0,0,0,28.9,33,24.4,74,52,9.3,0
572,1962,7,27,1007.9,1008.5,3.3,2,1.6,28.2,31.1,25.8,79,67,7,0
573,1962,7,28,1003.1,1003.8,19.4,5.7,1.2,25.5,27.8,25.4,88,70,0,0
574,1962,7,29,1006.3,1007,0,0,0,27.8,32.1,23.2,79,62,12.3,0
575,1962,7,30,1009.8,1010.5,0,0,0,28.5,32.6,25,75,60,11.8,0
576,1962,7,31,1011.9,1012.6,0,0,0,27.7,32,24.5,75,59,12.4,0
577,1962,8,1,1011.4,1012.1,0,0,0,27.9,32.1,23.3,73,57,12.4,0
578,1962,8,2,1011.8,1012.4,0,0,0,27.9,31.5,24.5,75,63,12.2,0
579,1962,8,3,1008.1,1008.8,0,0,0,29.4,34.3,24.4,68,52,12.7,0
580,1962,8,4,1003.9,1004.5,0,0,0,29.7,37.6,27.2,59,35,12.8,0
581,1962,8,5,1012.3,1013,0,0,0,25.6,29.5,21.8,63,43,9.9,0
582,1962,8,6,1010.3,1010.9,0,0,0,26.6,29.9,22.7,78,62,9.5,0
583,1962,8,7,1010.1,1010.8,0,0,0,29.1,35.6,24.1,67,38,10.4,0
